Problema,Tipo
hay 87 pajaros en un arbol y se van volando 60 ¿Cuantos pajaros quedan?,Resta
cirujano tiene 27 moviles y suma 78 moviles ¿Cuantos hay en total?,Suma
medico tiene 87 animales y con una diferencia 39 animales ¿Cuantos le queda?,Resta
hay 99 pajaros en un arbol y se van volando 11 ¿Cuantos pajaros quedan?,Resta
un actor tiene 42 pajaros y incluye 14 pajaros ¿Cuantos hay al final ?,Suma
Cesar tiene 51 balones de futbol y Julio tiene 24 balones de futbol ¿Cuantos balones hay en total?,Suma
un bombero tiene 70 mesas y excluye 47 mesas ¿Cuantos tiene al final?,Resta
jose tiene 83 lapices y suma 72 lapices ¿Cuantos hay al final ?,Suma
medico tiene 100 piedras y le quitan 59 piedras ¿Cuantos tiene al final?,Resta
un obrero tiene 60 mesas y con una diferencia 51 mesas ¿Cuantos tiene al final?,Resta
hay 60 tortillas en una mesa y se comen 100 ¿Cuantos tortillas quedan?,Resta
Lucas tiene 37 balones de basquet y Celeste tiene 4 balones de tenis ¿Cuantos balones hay en total?,Suma
Lorena tiene 84 uvas y Lucas tiene 25 uvas ¿Cuantos frutas hay en total?,Suma
piloto tiene 73 carteras y le extraen 65 carteras ¿Cuantos tiene al final?,Resta
Una azafata tiene 79 sillas y le quitan 33 sillas ¿Cuanto queda?,Resta
hay 99 niños en clase y se van 67 ¿Cuantos niños quedan?,Resta
hay 84 tortillas en una mesa y se comen 42 ¿Cuantos tortillas quedan?,Resta
un mecanico tiene 36 sillas y excluye 32 sillas ¿Cuanto queda?,Resta
Celeste tiene 47 manzanas y Francisco tiene 24 manzanas ¿Cuantos frutas hay en total?,Suma
medico tiene 10 unidades y suma 47 unidades ¿Cuantos hay al final ?,Suma
hay 89 tortillas en una mesa y se comen 25 ¿Cuantos tortillas quedan?,Resta
Lucas tiene 2 balones de voley y Roberto tiene 5 balones de voley ¿Cuantos balones hay en total?,Suma
hay 50 niños en clase y se van 44 ¿Cuantos niños quedan?,Resta
un obrero tiene 6 pajaros y suma 75 pajaros ¿Cuantos tienen entre los dos?,Suma
Una azafata tiene 28 carteras y le dan 67 carteras ¿Cuantos tienen entre los dos?,Suma
piloto tiene 77 teles y le extraen 5 teles ¿Cuantos le queda?,Resta
profesor tiene 34 unidades y le extraen 24 unidades ¿Cuantos tiene al final?,Resta
un profesor tiene 81 piedras y le dan 47 piedras ¿Cuantos hay en total?,Suma
Pedro tiene 52 toronjas y Julio tiene 85 uvas ¿Cuantos frutas hay en total?,Suma
un perro tiene 43 carteras y con una diferencia 37 carteras ¿Cuantos tiene al final?,Resta
hay 19 tortillas en una mesa y se comen 1 ¿Cuantos tortillas quedan?,Resta
un camarero tiene 82 moviles y resta 43 moviles ¿Cuantos tiene al final?,Resta
un albañil tiene 64 mesas y incluye 97 mesas ¿Cuantos tienen entre los dos?,Suma
hay 54 pajaros en un arbol y se van volando 11 ¿Cuantos pajaros quedan?,Resta
piloto tiene 76 mesas y excluye 5 mesas ¿Cuanto queda?,Resta
hay 14 pajaros en un arbol y se van volando 28 ¿Cuantos pajaros quedan?,Resta
un camarero tiene 67 pajaros y resta 57 pajaros ¿Cuantos tiene al final?,Resta
hay 29 tortillas en una mesa y se comen 16 ¿Cuantos tortillas quedan?,Resta
perro tiene 88 sillas y con una diferencia 33 sillas ¿Cuanto queda?,Resta
una actriz tiene 91 piedras y con una diferencia 6 piedras ¿Cuantos tiene al final?,Resta
hay 38 niños en clase y se van 94 ¿Cuantos niños quedan?,Resta
Federico tiene 68 coco y Cesar tiene 30 toronjas ¿Cuantos frutas hay en total?,Suma
hay 73 niños en clase y se van 93 ¿Cuantos niños quedan?,Resta
hay 42 pajaros en un arbol y se van volando 91 ¿Cuantos pajaros quedan?,Resta
profesor tiene 61 relojes y resta 12 relojes ¿Cuanto queda?,Resta
hay 77 niños en clase y se van 12 ¿Cuantos niños quedan?,Resta
cirujano tiene 38 mesas y le dan 63 mesas ¿Cuantos hay en total?,Suma
un profesor tiene 76 balones y incluye 30 balones ¿Cuantos hay al final ?,Suma
hay 25 pajaros en un arbol y se van volando 99 ¿Cuantos pajaros quedan?,Resta
medico tiene 71 piedras y le quitan 40 piedras ¿Cuanto queda?,Resta
Francisco tiene 50 balones de futbol y Pablo tiene 84 balones de futbol ¿Cuantos balones hay en total?,Suma
fontanero tiene 64 teles y le entregan 2 teles ¿Cuantos hay en total?,Suma
perro tiene 69 unidades y incluye 24 unidades ¿Cuantos tienen entre los dos?,Suma
profesor tiene 95 mesas y excluye 20 mesas ¿Cuanto queda?,Resta
paloma tiene 80 lapices y añade 69 lapices ¿Cuantos hay en total?,Suma
ingeniero tiene 26 sillas y con una diferencia 20 sillas ¿Cuantos le queda?,Resta
fontanero tiene 81 frutas y le quitan 42 frutas ¿Cuanto queda?,Resta
hay 66 niños en clase y se van 93 ¿Cuantos niños quedan?,Resta
piloto tiene 51 animales y excluye 29 animales ¿Cuantos tiene al final?,Resta
hay 95 tortillas en una mesa y se comen 53 ¿Cuantos tortillas quedan?,Resta
medico tiene 68 frutas y resta 31 frutas ¿Cuanto queda?,Resta
un albañil tiene 94 lapices y le entregan 40 lapices ¿Cuantos tienen entre los dos?,Suma
Una azafata tiene 24 sillas y le quitan 16 sillas ¿Cuanto queda?,Resta
hay 69 niños en clase y se van 60 ¿Cuantos niños quedan?,Resta
Francisco tiene 60 balones de tenis y Roberto tiene 21 balones de futbol ¿Cuantos balones hay en total?,Suma
hay 89 tortillas en una mesa y se comen 97 ¿Cuantos tortillas quedan?,Resta
hay 84 tortillas en una mesa y se comen 99 ¿Cuantos tortillas quedan?,Resta
hay 83 pajaros en un arbol y se van volando 40 ¿Cuantos pajaros quedan?,Resta
piloto tiene 44 pajaros y le entregan 45 pajaros ¿Cuantos hay al final ?,Suma
un bombero tiene 60 mesas y le quitan 51 mesas ¿Cuantos le queda?,Resta
hay 41 tortillas en una mesa y se comen 71 ¿Cuantos tortillas quedan?,Resta
Celeste tiene 98 balones de futbol y Lucas tiene 25 balones de tenis ¿Cuantos balones hay en total?,Suma
cirujano tiene 38 relojes y con una diferencia 34 relojes ¿Cuanto queda?,Resta
Ana tiene 20 ciruela y Pablo tiene 44 sandias ¿Cuantos frutas hay en total?,Suma
hay 44 tortillas en una mesa y se comen 60 ¿Cuantos tortillas quedan?,Resta
un bombero tiene 19 teles y añade 45 teles ¿Cuantos hay al final ?,Suma
Federico tiene 28 balones de basquet y Lucas tiene 25 balones de voley ¿Cuantos balones hay en total?,Suma
fontanero tiene 98 canicas y resta 60 canicas ¿Cuanto queda?,Resta
hay 74 pajaros en un arbol y se van volando 14 ¿Cuantos pajaros quedan?,Resta
Pedro tiene 64 peras y Cesar tiene 62 sandias ¿Cuantos frutas hay en total?,Suma
fontanero tiene 53 coches y resta 19 coches ¿Cuantos tiene al final?,Resta
Lorena tiene 83 coco y Federico tiene 60 coco ¿Cuantos frutas hay en total?,Suma
un obrero tiene 40 teles y le entregan 24 teles ¿Cuantos tienen entre los dos?,Suma
hay 64 tortillas en una mesa y se comen 92 ¿Cuantos tortillas quedan?,Resta
Lorena tiene 72 balones de voley y Ana tiene 70 balones de tenis ¿Cuantos balones hay en total?,Suma
Cesar tiene 51 uvas y Gustavo tiene 18 uvas ¿Cuantos frutas hay en total?,Suma
un perro tiene 8 animales y suma 79 animales ¿Cuantos hay al final ?,Suma
Juan tiene 23 balones de tenis y Lucas tiene 94 balones de basquet ¿Cuantos balones hay en total?,Suma
Ana tiene 15 papayas y Francisco tiene 61 manzanas ¿Cuantos frutas hay en total?,Suma
Pablo tiene 91 coco y Federico tiene 60 ciruela ¿Cuantos frutas hay en total?,Suma
fontanero tiene 60 unidades y le dan 17 unidades ¿Cuantos tienen entre los dos?,Suma
hay 98 pajaros en un arbol y se van volando 30 ¿Cuantos pajaros quedan?,Resta
hay 63 tortillas en una mesa y se comen 6 ¿Cuantos tortillas quedan?,Resta
hay 54 tortillas en una mesa y se comen 88 ¿Cuantos tortillas quedan?,Resta
hay 14 pajaros en un arbol y se van volando 14 ¿Cuantos pajaros quedan?,Resta
profesor tiene 96 unidades y le extraen 11 unidades ¿Cuantos tiene al final?,Resta
Pablo tiene 53 balones de basquet y Roberto tiene 59 balones de voley ¿Cuantos balones hay en total?,Suma
un mecanico tiene 75 coches y con una diferencia 22 coches ¿Cuantos tiene al final?,Resta
ingeniero tiene 40 frutas y resta 37 frutas ¿Cuantos tiene al final?,Resta
un profesor tiene 95 coches y incluye 68 coches ¿Cuantos hay en total?,Suma
un obrero tiene 100 sillas y le entregan 2 sillas ¿Cuantos hay al final ?,Suma
perro tiene 17 pajaros y incluye 57 pajaros ¿Cuantos tienen entre los dos?,Suma
piloto tiene 56 animales y con una diferencia 10 animales ¿Cuantos le queda?,Resta
un mecanico tiene 61 teles y incluye 97 teles ¿Cuantos tienen entre los dos?,Suma
paloma tiene 46 sillas y le entregan 40 sillas ¿Cuantos tienen entre los dos?,Suma
hay 97 tortillas en una mesa y se comen 52 ¿Cuantos tortillas quedan?,Resta
hay 15 pajaros en un arbol y se van volando 79 ¿Cuantos pajaros quedan?,Resta
Pablo tiene 43 balones de rugby y Ana tiene 73 balones de tenis ¿Cuantos balones hay en total?,Suma
hay 53 niños en clase y se van 75 ¿Cuantos niños quedan?,Resta
pablito  tiene 89 relojes y le quitan 24 relojes ¿Cuantos tiene al final?,Resta
hay 46 tortillas en una mesa y se comen 95 ¿Cuantos tortillas quedan?,Resta
programador tiene 83 balones y suma 61 balones ¿Cuantos hay en total?,Suma
hay 34 pajaros en un arbol y se van volando 94 ¿Cuantos pajaros quedan?,Resta
un actor tiene 94 lapices y excluye 91 lapices ¿Cuantos tiene al final?,Resta
Cesar tiene 83 uvas y Pedro tiene 64 coco ¿Cuantos frutas hay en total?,Suma
un cirujano tiene 86 unidades y incluye 29 unidades ¿Cuantos hay en total?,Suma
Federico tiene 22 balones de basquet y Juan tiene 61 balones de tenis ¿Cuantos balones hay en total?,Suma
piloto tiene 90 coches y le quitan 68 coches ¿Cuantos le queda?,Resta
piloto tiene 98 balones y le dan 82 balones ¿Cuantos hay al final ?,Suma
Juan tiene 19 balones de rugby y Cesar tiene 65 balones de futbol ¿Cuantos balones hay en total?,Suma
hay 96 pajaros en un arbol y se van volando 83 ¿Cuantos pajaros quedan?,Resta
Lorena tiene 92 balones de voley y Juan tiene 39 balones de basquet ¿Cuantos balones hay en total?,Suma
hay 13 tortillas en una mesa y se comen 19 ¿Cuantos tortillas quedan?,Resta
Una azafata tiene 78 mesas y le dan 89 mesas ¿Cuantos hay al final ?,Suma
Juan tiene 30 papayas y Julio tiene 80 melocotones ¿Cuantos frutas hay en total?,Suma
jose tiene 94 canicas y incluye 78 canicas ¿Cuantos hay en total?,Suma
hay 19 niños en clase y se van 75 ¿Cuantos niños quedan?,Resta
Federico tiene 36 manzanas y Pedro tiene 10 coco ¿Cuantos frutas hay en total?,Suma
Pablo tiene 17 sandias y Cesar tiene 56 ciruela ¿Cuantos frutas hay en total?,Suma
Lorena tiene 26 uvas y Cesar tiene 38 uvas ¿Cuantos frutas hay en total?,Suma
profesor tiene 92 teles y con una diferencia 81 teles ¿Cuantos le queda?,Resta
Un carpitero tiene 35 frutas y le quitan 7 frutas ¿Cuantos le queda?,Resta
hay 18 niños en clase y se van 2 ¿Cuantos niños quedan?,Resta
Roberto tiene 15 ciruela y Pedro tiene 25 papayas ¿Cuantos frutas hay en total?,Suma
hay 72 tortillas en una mesa y se comen 77 ¿Cuantos tortillas quedan?,Resta
un albañil tiene 71 sillas y excluye 38 sillas ¿Cuantos le queda?,Resta
programador tiene 66 animales y resta 5 animales ¿Cuanto queda?,Resta
paloma tiene 77 piedras y con una diferencia 50 piedras ¿Cuantos tiene al final?,Resta
piloto tiene 95 coches y resta 44 coches ¿Cuanto queda?,Resta
hay 90 tortillas en una mesa y se comen 16 ¿Cuantos tortillas quedan?,Resta
un obrero tiene 11 canicas y suma 30 canicas ¿Cuantos tienen entre los dos?,Suma
un cirujano tiene 65 piedras y excluye 15 piedras ¿Cuantos le queda?,Resta
Ana tiene 41 balones de voley y Celeste tiene 48 balones de voley ¿Cuantos balones hay en total?,Suma
hay 7 tortillas en una mesa y se comen 86 ¿Cuantos tortillas quedan?,Resta
perro tiene 80 coches y excluye 23 coches ¿Cuantos tiene al final?,Resta
Roberto tiene 55 balones de futbol y Pedro tiene 20 balones de basquet ¿Cuantos balones hay en total?,Suma
hay 67 niños en clase y se van 22 ¿Cuantos niños quedan?,Resta
hay 45 pajaros en un arbol y se van volando 34 ¿Cuantos pajaros quedan?,Resta
Pedro tiene 28 balones de basquet y Cesar tiene 91 balones de basquet ¿Cuantos balones hay en total?,Suma
un profesor tiene 76 frutas y incluye 33 frutas ¿Cuantos hay al final ?,Suma
hay 74 niños en clase y se van 59 ¿Cuantos niños quedan?,Resta
Juan tiene 41 balones de rugby y Lucas tiene 43 balones de tenis ¿Cuantos balones hay en total?,Suma
hay 60 tortillas en una mesa y se comen 74 ¿Cuantos tortillas quedan?,Resta
programador tiene 76 lapices y le dan 42 lapices ¿Cuantos hay en total?,Suma
ingeniero tiene 12 teles y le dan 99 teles ¿Cuantos tienen entre los dos?,Suma
jose tiene 45 frutas y le quitan 12 frutas ¿Cuantos le queda?,Resta
Gustavo tiene 12 sandias y Celeste tiene 12 toronjas ¿Cuantos frutas hay en total?,Suma
jose tiene 88 sillas y suma 92 sillas ¿Cuantos hay en total?,Suma
Cesar tiene 9 platano y Juan tiene 86 peras ¿Cuantos frutas hay en total?,Suma
hay 49 tortillas en una mesa y se comen 8 ¿Cuantos tortillas quedan?,Resta
piloto tiene 98 piedras y resta 28 piedras ¿Cuanto queda?,Resta
Cesar tiene 88 platano y Federico tiene 96 manzanas ¿Cuantos frutas hay en total?,Suma
un profesor tiene 81 moviles y suma 81 moviles ¿Cuantos hay en total?,Suma
Roberto tiene 25 platano y Lorena tiene 75 melocotones ¿Cuantos frutas hay en total?,Suma
Celeste tiene 58 balones de rugby y Pablo tiene 26 balones de voley ¿Cuantos balones hay en total?,Suma
perro tiene 84 animales y con una diferencia 68 animales ¿Cuanto queda?,Resta
Julio tiene 24 coco y Lorena tiene 58 platano ¿Cuantos frutas hay en total?,Suma
un perro tiene 38 canicas y le dan 97 canicas ¿Cuantos hay en total?,Suma
medico tiene 87 piedras y con una diferencia 70 piedras ¿Cuanto queda?,Resta
Una azafata tiene 26 lapices y le entregan 46 lapices ¿Cuantos tienen entre los dos?,Suma
hay 28 tortillas en una mesa y se comen 11 ¿Cuantos tortillas quedan?,Resta
medico tiene 29 animales y añade 87 animales ¿Cuantos hay al final ?,Suma
ingeniero tiene 82 pajaros y con una diferencia 21 pajaros ¿Cuantos le queda?,Resta
profesor tiene 69 animales y resta 28 animales ¿Cuantos le queda?,Resta
hay 100 niños en clase y se van 90 ¿Cuantos niños quedan?,Resta
un actor tiene 20 lapices y le entregan 84 lapices ¿Cuantos hay en total?,Suma
un albañil tiene 72 lapices y le extraen 64 lapices ¿Cuantos tiene al final?,Resta
profesor tiene 15 lapices y suma 66 lapices ¿Cuantos hay en total?,Suma
profesor tiene 47 unidades y le dan 69 unidades ¿Cuantos hay en total?,Suma
un obrero tiene 71 pajaros y le quitan 57 pajaros ¿Cuantos tiene al final?,Resta
hay 42 pajaros en un arbol y se van volando 27 ¿Cuantos pajaros quedan?,Resta
un cirujano tiene 33 carteras y le extraen 16 carteras ¿Cuantos le queda?,Resta
un albañil tiene 83 carteras y le extraen 44 carteras ¿Cuantos le queda?,Resta
hay 48 tortillas en una mesa y se comen 96 ¿Cuantos tortillas quedan?,Resta
un mecanico tiene 34 coches y resta 8 coches ¿Cuanto queda?,Resta
un bombero tiene 74 sillas y con una diferencia 32 sillas ¿Cuanto queda?,Resta
piloto tiene 69 moviles y le dan 34 moviles ¿Cuantos tienen entre los dos?,Suma
un actor tiene 89 lapices y con una diferencia 78 lapices ¿Cuanto queda?,Resta
hay 81 pajaros en un arbol y se van volando 58 ¿Cuantos pajaros quedan?,Resta
hay 67 pajaros en un arbol y se van volando 51 ¿Cuantos pajaros quedan?,Resta
hay 2 tortillas en una mesa y se comen 95 ¿Cuantos tortillas quedan?,Resta
paloma tiene 35 coches y le extraen 7 coches ¿Cuanto queda?,Resta
hay 88 pajaros en un arbol y se van volando 39 ¿Cuantos pajaros quedan?,Resta
Enrique tiene 91 frutas y le quitan 21 frutas ¿Cuantos le queda?,Resta
un obrero tiene 100 lapices y resta 19 lapices ¿Cuantos tiene al final?,Resta
hay 16 pajaros en un arbol y se van volando 22 ¿Cuantos pajaros quedan?,Resta
Francisco tiene 87 balones de basquet y Celeste tiene 80 balones de futbol ¿Cuantos balones hay en total?,Suma
perro tiene 57 frutas y le quitan 7 frutas ¿Cuantos tiene al final?,Resta
perro tiene 56 mesas y con una diferencia 18 mesas ¿Cuanto queda?,Resta
un bombero tiene 73 frutas y con una diferencia 10 frutas ¿Cuantos tiene al final?,Resta
Gustavo tiene 68 balones de rugby y Pedro tiene 27 balones de voley ¿Cuantos balones hay en total?,Suma
un obrero tiene 99 carteras y resta 89 carteras ¿Cuantos tiene al final?,Resta
un camarero tiene 21 piedras y le dan 20 piedras ¿Cuantos tienen entre los dos?,Suma
piloto tiene 99 piedras y le quitan 82 piedras ¿Cuantos le queda?,Resta
hay 58 pajaros en un arbol y se van volando 53 ¿Cuantos pajaros quedan?,Resta
paloma tiene 96 teles y le entregan 96 teles ¿Cuantos hay en total?,Suma
paloma tiene 4 balones y incluye 70 balones ¿Cuantos hay al final ?,Suma
hay 37 niños en clase y se van 25 ¿Cuantos niños quedan?,Resta
un obrero tiene 51 lapices y le entregan 38 lapices ¿Cuantos tienen entre los dos?,Suma
ingeniero tiene 41 lapices y le dan 75 lapices ¿Cuantos tienen entre los dos?,Suma
Federico tiene 89 platano y Roberto tiene 5 peras ¿Cuantos frutas hay en total?,Suma
un mecanico tiene 80 animales y añade 99 animales ¿Cuantos tienen entre los dos?,Suma
piloto tiene 86 animales y le quitan 52 animales ¿Cuantos tiene al final?,Resta
un cirujano tiene 62 sillas y le quitan 17 sillas ¿Cuantos le queda?,Resta
hay 81 niños en clase y se van 36 ¿Cuantos niños quedan?,Resta
hay 10 pajaros en un arbol y se van volando 70 ¿Cuantos pajaros quedan?,Resta
cirujano tiene 99 mesas y le extraen 56 mesas ¿Cuanto queda?,Resta
hay 87 niños en clase y se van 18 ¿Cuantos niños quedan?,Resta
Federico tiene 23 balones de rugby y Pablo tiene 4 balones de tenis ¿Cuantos balones hay en total?,Suma
un obrero tiene 56 carteras y le entregan 98 carteras ¿Cuantos tienen entre los dos?,Suma
Ana tiene 1 peras y Gustavo tiene 83 ciruela ¿Cuantos frutas hay en total?,Suma
un profesor tiene 57 canicas y con una diferencia 23 canicas ¿Cuanto queda?,Resta
un bombero tiene 61 mesas y resta 38 mesas ¿Cuanto queda?,Resta
Federico tiene 33 balones de tenis y Ana tiene 59 balones de voley ¿Cuantos balones hay en total?,Suma
hay 78 tortillas en una mesa y se comen 54 ¿Cuantos tortillas quedan?,Resta
ingeniero tiene 88 coches y excluye 84 coches ¿Cuantos le queda?,Resta
Pablo tiene 42 uvas y Juan tiene 55 platano ¿Cuantos frutas hay en total?,Suma
un policia tiene 89 frutas y suma 22 frutas ¿Cuantos tienen entre los dos?,Suma
Gustavo tiene 39 balones de voley y Roberto tiene 11 balones de voley ¿Cuantos balones hay en total?,Suma
Lucas tiene 67 sandias y Ana tiene 47 coco ¿Cuantos frutas hay en total?,Suma
medico tiene 31 pajaros y añade 23 pajaros ¿Cuantos hay en total?,Suma
hay 72 niños en clase y se van 100 ¿Cuantos niños quedan?,Resta
un perro tiene 50 pajaros y incluye 53 pajaros ¿Cuantos hay al final ?,Suma
Julio tiene 90 balones de rugby y Juan tiene 78 balones de rugby ¿Cuantos balones hay en total?,Suma
hay 3 tortillas en una mesa y se comen 27 ¿Cuantos tortillas quedan?,Resta
jose tiene 88 moviles y le extraen 67 moviles ¿Cuanto queda?,Resta
hay 55 tortillas en una mesa y se comen 56 ¿Cuantos tortillas quedan?,Resta
profesor tiene 81 canicas y incluye 20 canicas ¿Cuantos tienen entre los dos?,Suma
hay 62 niños en clase y se van 85 ¿Cuantos niños quedan?,Resta
un cirujano tiene 44 sillas y le entregan 34 sillas ¿Cuantos tienen entre los dos?,Suma
hay 42 niños en clase y se van 13 ¿Cuantos niños quedan?,Resta
un actor tiene 87 relojes y incluye 38 relojes ¿Cuantos hay al final ?,Suma
un actor tiene 65 piedras y con una diferencia 65 piedras ¿Cuantos tiene al final?,Resta
hay 32 tortillas en una mesa y se comen 3 ¿Cuantos tortillas quedan?,Resta
Enrique tiene 65 sillas y excluye 39 sillas ¿Cuanto queda?,Resta
Ana tiene 64 balones de voley y Gustavo tiene 82 balones de rugby ¿Cuantos balones hay en total?,Suma
un obrero tiene 83 relojes y le extraen 6 relojes ¿Cuantos le queda?,Resta
pablito  tiene 66 balones y le extraen 44 balones ¿Cuantos le queda?,Resta
hay 82 pajaros en un arbol y se van volando 95 ¿Cuantos pajaros quedan?,Resta
Pablo tiene 51 balones de basquet y Celeste tiene 43 balones de voley ¿Cuantos balones hay en total?,Suma
paloma tiene 84 mesas y excluye 1 mesas ¿Cuantos le queda?,Resta
cirujano tiene 74 lapices y le extraen 40 lapices ¿Cuanto queda?,Resta
Ana tiene 40 papayas y Celeste tiene 25 papayas ¿Cuantos frutas hay en total?,Suma
Juan tiene 68 balones de rugby y Gustavo tiene 31 balones de voley ¿Cuantos balones hay en total?,Suma
un mecanico tiene 79 coches y le quitan 34 coches ¿Cuanto queda?,Resta
Un carpitero tiene 64 piedras y resta 39 piedras ¿Cuantos le queda?,Resta
un bombero tiene 51 coches y excluye 29 coches ¿Cuantos tiene al final?,Resta
hay 84 niños en clase y se van 22 ¿Cuantos niños quedan?,Resta
Francisco tiene 2 ciruela y Juan tiene 52 melocotones ¿Cuantos frutas hay en total?,Suma
perro tiene 96 frutas y excluye 41 frutas ¿Cuanto queda?,Resta
Lorena tiene 95 balones de futbol y Ana tiene 31 balones de basquet ¿Cuantos balones hay en total?,Suma
hay 1 niños en clase y se van 59 ¿Cuantos niños quedan?,Resta
paloma tiene 49 pajaros y le quitan 39 pajaros ¿Cuanto queda?,Resta
un obrero tiene 80 lapices y le dan 79 lapices ¿Cuantos hay en total?,Suma
un obrero tiene 100 frutas y le quitan 71 frutas ¿Cuantos tiene al final?,Resta
hay 5 pajaros en un arbol y se van volando 62 ¿Cuantos pajaros quedan?,Resta
Enrique tiene 63 frutas y le dan 89 frutas ¿Cuantos hay al final ?,Suma
hay 68 pajaros en un arbol y se van volando 100 ¿Cuantos pajaros quedan?,Resta
perro tiene 99 piedras y resta 49 piedras ¿Cuantos le queda?,Resta
una actriz tiene 70 relojes y le dan 32 relojes ¿Cuantos tienen entre los dos?,Suma
un albañil tiene 95 mesas y suma 82 mesas ¿Cuantos hay en total?,Suma
Una azafata tiene 14 lapices y excluye 2 lapices ¿Cuanto queda?,Resta
cirujano tiene 69 unidades y le extraen 26 unidades ¿Cuantos le queda?,Resta
fontanero tiene 68 relojes y resta 24 relojes ¿Cuantos le queda?,Resta
Juan tiene 48 balones de tenis y Gustavo tiene 52 balones de futbol ¿Cuantos balones hay en total?,Suma
Una azafata tiene 24 pajaros y resta 17 pajaros ¿Cuantos le queda?,Resta
un obrero tiene 51 unidades y añade 6 unidades ¿Cuantos hay al final ?,Suma
Ana tiene 52 coco y Pablo tiene 58 peras ¿Cuantos frutas hay en total?,Suma
Un carpitero tiene 58 mesas y con una diferencia 24 mesas ¿Cuantos tiene al final?,Resta
Enrique tiene 92 teles y le dan 40 teles ¿Cuantos tienen entre los dos?,Suma
paloma tiene 37 balones y le quitan 4 balones ¿Cuantos le queda?,Resta
hay 55 niños en clase y se van 66 ¿Cuantos niños quedan?,Resta
profesor tiene 12 lapices y incluye 40 lapices ¿Cuantos hay al final ?,Suma
un actor tiene 99 sillas y con una diferencia 33 sillas ¿Cuanto queda?,Resta
Enrique tiene 59 unidades y añade 95 unidades ¿Cuantos tienen entre los dos?,Suma
un policia tiene 57 relojes y excluye 47 relojes ¿Cuanto queda?,Resta
un perro tiene 13 lapices y incluye 92 lapices ¿Cuantos hay al final ?,Suma
Gustavo tiene 93 balones de basquet y Lorena tiene 77 balones de rugby ¿Cuantos balones hay en total?,Suma
un albañil tiene 70 canicas y le dan 34 canicas ¿Cuantos hay al final ?,Suma
hay 10 pajaros en un arbol y se van volando 10 ¿Cuantos pajaros quedan?,Resta
Un carpitero tiene 16 frutas y suma 1 frutas ¿Cuantos hay en total?,Suma
Federico tiene 15 balones de tenis y Gustavo tiene 95 balones de voley ¿Cuantos balones hay en total?,Suma
hay 69 pajaros en un arbol y se van volando 90 ¿Cuantos pajaros quedan?,Resta
Roberto tiene 73 uvas y Julio tiene 13 platano ¿Cuantos frutas hay en total?,Suma
Federico tiene 16 balones de tenis y Roberto tiene 19 balones de voley ¿Cuantos balones hay en total?,Suma
jose tiene 21 relojes y incluye 96 relojes ¿Cuantos tienen entre los dos?,Suma
hay 9 tortillas en una mesa y se comen 50 ¿Cuantos tortillas quedan?,Resta
programador tiene 88 piedras y con una diferencia 46 piedras ¿Cuanto queda?,Resta
piloto tiene 69 relojes y añade 56 relojes ¿Cuantos hay al final ?,Suma
hay 96 pajaros en un arbol y se van volando 54 ¿Cuantos pajaros quedan?,Resta
Roberto tiene 91 balones de basquet y Cesar tiene 35 balones de basquet ¿Cuantos balones hay en total?,Suma
Lucas tiene 87 manzanas y Julio tiene 22 manzanas ¿Cuantos frutas hay en total?,Suma
un obrero tiene 49 unidades y le dan 100 unidades ¿Cuantos tienen entre los dos?,Suma
jose tiene 51 relojes y con una diferencia 47 relojes ¿Cuanto queda?,Resta
fontanero tiene 78 relojes y añade 65 relojes ¿Cuantos hay al final ?,Suma
un policia tiene 59 coches y añade 96 coches ¿Cuantos hay en total?,Suma
un policia tiene 65 teles y con una diferencia 21 teles ¿Cuanto queda?,Resta
hay 69 niños en clase y se van 37 ¿Cuantos niños quedan?,Resta
Julio tiene 92 balones de voley y Lorena tiene 59 balones de futbol ¿Cuantos balones hay en total?,Suma
Celeste tiene 46 balones de futbol y Lucas tiene 27 balones de futbol ¿Cuantos balones hay en total?,Suma
un obrero tiene 18 sillas y le entregan 7 sillas ¿Cuantos hay al final ?,Suma
hay 34 tortillas en una mesa y se comen 52 ¿Cuantos tortillas quedan?,Resta
hay 69 tortillas en una mesa y se comen 88 ¿Cuantos tortillas quedan?,Resta
ingeniero tiene 84 moviles y le quitan 5 moviles ¿Cuantos tiene al final?,Resta
ingeniero tiene 55 animales y le quitan 35 animales ¿Cuantos tiene al final?,Resta
hay 81 tortillas en una mesa y se comen 16 ¿Cuantos tortillas quedan?,Resta
un obrero tiene 14 balones y añade 69 balones ¿Cuantos hay al final ?,Suma
Francisco tiene 6 coco y Ana tiene 84 manzanas ¿Cuantos frutas hay en total?,Suma
perro tiene 65 canicas y le entregan 74 canicas ¿Cuantos hay en total?,Suma
ingeniero tiene 26 carteras y le dan 89 carteras ¿Cuantos hay al final ?,Suma
hay 1 pajaros en un arbol y se van volando 44 ¿Cuantos pajaros quedan?,Resta
perro tiene 60 frutas y excluye 59 frutas ¿Cuantos tiene al final?,Resta
Pedro tiene 4 manzanas y Juan tiene 28 coco ¿Cuantos frutas hay en total?,Suma
Celeste tiene 47 balones de futbol y Lorena tiene 17 balones de basquet ¿Cuantos balones hay en total?,Suma
Gustavo tiene 84 papayas y Francisco tiene 88 manzanas ¿Cuantos frutas hay en total?,Suma
pablito  tiene 59 sillas y incluye 48 sillas ¿Cuantos hay al final ?,Suma
