Problema,Tipo
hay 96 niños en clase y se van 75 ¿Cuantos niños quedan?,Resta
Pablo tiene 28 uvas y Pedro tiene 91 sandias ¿Cuantos frutas hay en total?,Suma
Gustavo tiene 84 balones de tenis y Lorena tiene 57 balones de tenis ¿Cuantos balones hay en total?,Suma
Francisco tiene 12 toronjas y Lorena tiene 13 sandias ¿Cuantos frutas hay en total?,Suma
un bombero tiene 68 sillas y resta 31 sillas ¿Cuanto queda?,Resta
un bombero tiene 55 pajaros y le extraen 8 pajaros ¿Cuantos le queda?,Resta
paloma tiene 59 animales y resta 30 animales ¿Cuantos tiene al final?,Resta
paloma tiene 83 coches y le quitan 33 coches ¿Cuantos tiene al final?,Resta
hay 79 tortillas en una mesa y se comen 36 ¿Cuantos tortillas quedan?,Resta
hay 51 niños en clase y se van 55 ¿Cuantos niños quedan?,Resta
un albañil tiene 91 canicas y excluye 89 canicas ¿Cuanto queda?,Resta
una actriz tiene 91 sillas y resta 90 sillas ¿Cuantos tiene al final?,Resta
un obrero tiene 65 sillas y le extraen 56 sillas ¿Cuantos le queda?,Resta
Roberto tiene 50 balones de voley y Julio tiene 30 balones de tenis ¿Cuantos balones hay en total?,Suma
hay 65 niños en clase y se van 69 ¿Cuantos niños quedan?,Resta
Francisco tiene 42 balones de tenis y Pablo tiene 70 balones de rugby ¿Cuantos balones hay en total?,Suma
un policia tiene 79 moviles y suma 39 moviles ¿Cuantos hay en total?,Suma
Lucas tiene 87 ciruela y Roberto tiene 40 coco ¿Cuantos frutas hay en total?,Suma
hay 60 pajaros en un arbol y se van volando 33 ¿Cuantos pajaros quedan?,Resta
Pablo tiene 100 balones de tenis y Juan tiene 11 balones de rugby ¿Cuantos balones hay en total?,Suma
Francisco tiene 95 peras y Roberto tiene 97 toronjas ¿Cuantos frutas hay en total?,Suma
un mecanico tiene 78 unidades y excluye 70 unidades ¿Cuantos tiene al final?,Resta
hay 68 niños en clase y se van 47 ¿Cuantos niños quedan?,Resta
jose tiene 97 piedras y le entregan 70 piedras ¿Cuantos tienen entre los dos?,Suma
hay 84 pajaros en un arbol y se van volando 79 ¿Cuantos pajaros quedan?,Resta
hay 98 tortillas en una mesa y se comen 50 ¿Cuantos tortillas quedan?,Resta
un bombero tiene 7 moviles y incluye 72 moviles ¿Cuantos hay en total?,Suma
fontanero tiene 2 balones y incluye 24 balones ¿Cuantos tienen entre los dos?,Suma
hay 90 niños en clase y se van 68 ¿Cuantos niños quedan?,Resta
un mecanico tiene 91 mesas y excluye 55 mesas ¿Cuanto queda?,Resta
hay 34 niños en clase y se van 2 ¿Cuantos niños quedan?,Resta
Ana tiene 2 uvas y Gustavo tiene 32 peras ¿Cuantos frutas hay en total?,Suma
un bombero tiene 40 mesas y excluye 36 mesas ¿Cuantos le queda?,Resta
una actriz tiene 76 unidades y resta 28 unidades ¿Cuantos tiene al final?,Resta
un obrero tiene 13 teles y le entregan 99 teles ¿Cuantos hay en total?,Suma
hay 28 pajaros en un arbol y se van volando 99 ¿Cuantos pajaros quedan?,Resta
hay 3 tortillas en una mesa y se comen 92 ¿Cuantos tortillas quedan?,Resta
programador tiene 34 moviles y incluye 63 moviles ¿Cuantos hay en total?,Suma
Pablo tiene 12 peras y Julio tiene 50 melocotones ¿Cuantos frutas hay en total?,Suma
Cesar tiene 45 balones de tenis y Pedro tiene 73 balones de rugby ¿Cuantos balones hay en total?,Suma
programador tiene 86 unidades y le extraen 7 unidades ¿Cuantos le queda?,Resta
un camarero tiene 23 carteras y le dan 33 carteras ¿Cuantos tienen entre los dos?,Suma
hay 42 pajaros en un arbol y se van volando 3 ¿Cuantos pajaros quedan?,Resta
hay 84 pajaros en un arbol y se van volando 34 ¿Cuantos pajaros quedan?,Resta
un cirujano tiene 33 frutas y le extraen 21 frutas ¿Cuantos le queda?,Resta
hay 20 pajaros en un arbol y se van volando 40 ¿Cuantos pajaros quedan?,Resta
Francisco tiene 98 balones de voley y Lucas tiene 96 balones de futbol ¿Cuantos balones hay en total?,Suma
Ana tiene 45 uvas y Gustavo tiene 10 sandias ¿Cuantos frutas hay en total?,Suma
Gustavo tiene 77 platano y Lucas tiene 56 peras ¿Cuantos frutas hay en total?,Suma
hay 43 niños en clase y se van 93 ¿Cuantos niños quedan?,Resta
hay 16 pajaros en un arbol y se van volando 71 ¿Cuantos pajaros quedan?,Resta
hay 54 tortillas en una mesa y se comen 98 ¿Cuantos tortillas quedan?,Resta
Un carpitero tiene 35 frutas y le entregan 42 frutas ¿Cuantos tienen entre los dos?,Suma
un actor tiene 36 balones y resta 21 balones ¿Cuanto queda?,Resta
perro tiene 3 lapices y incluye 40 lapices ¿Cuantos hay en total?,Suma
Ana tiene 90 balones de rugby y Federico tiene 61 balones de futbol ¿Cuantos balones hay en total?,Suma
medico tiene 95 unidades y con una diferencia 84 unidades ¿Cuantos le queda?,Resta
profesor tiene 16 animales y le extraen 15 animales ¿Cuanto queda?,Resta
ingeniero tiene 48 carteras y le entregan 75 carteras ¿Cuantos tienen entre los dos?,Suma
hay 27 pajaros en un arbol y se van volando 36 ¿Cuantos pajaros quedan?,Resta
Roberto tiene 16 balones de voley y Celeste tiene 61 balones de tenis ¿Cuantos balones hay en total?,Suma
hay 88 niños en clase y se van 23 ¿Cuantos niños quedan?,Resta
un camarero tiene 96 canicas y le quitan 85 canicas ¿Cuantos tiene al final?,Resta
Cesar tiene 57 peras y Lucas tiene 100 melocotones ¿Cuantos frutas hay en total?,Suma
Una azafata tiene 45 relojes y le dan 89 relojes ¿Cuantos hay al final ?,Suma
perro tiene 89 sillas y con una diferencia 58 sillas ¿Cuanto queda?,Resta
hay 7 pajaros en un arbol y se van volando 69 ¿Cuantos pajaros quedan?,Resta
Un carpitero tiene 97 teles y suma 71 teles ¿Cuantos hay en total?,Suma
Gustavo tiene 42 melocotones y Francisco tiene 11 uvas ¿Cuantos frutas hay en total?,Suma
Celeste tiene 44 balones de tenis y Roberto tiene 74 balones de rugby ¿Cuantos balones hay en total?,Suma
hay 82 tortillas en una mesa y se comen 2 ¿Cuantos tortillas quedan?,Resta
pablito  tiene 94 moviles y incluye 49 moviles ¿Cuantos hay en total?,Suma
Cesar tiene 5 coco y Juan tiene 92 uvas ¿Cuantos frutas hay en total?,Suma
un camarero tiene 100 mesas y excluye 79 mesas ¿Cuantos le queda?,Resta
hay 45 niños en clase y se van 46 ¿Cuantos niños quedan?,Resta
Cesar tiene 85 ciruela y Lorena tiene 37 ciruela ¿Cuantos frutas hay en total?,Suma
Julio tiene 61 platano y Pablo tiene 29 melocotones ¿Cuantos frutas hay en total?,Suma
un albañil tiene 38 mesas y le quitan 10 mesas ¿Cuantos tiene al final?,Resta
Roberto tiene 87 sandias y Gustavo tiene 28 toronjas ¿Cuantos frutas hay en total?,Suma
Cesar tiene 88 balones de futbol y Celeste tiene 93 balones de futbol ¿Cuantos balones hay en total?,Suma
un albañil tiene 99 relojes y le extraen 55 relojes ¿Cuanto queda?,Resta
piloto tiene 78 relojes y excluye 30 relojes ¿Cuantos tiene al final?,Resta
un camarero tiene 91 pajaros y le entregan 78 pajaros ¿Cuantos hay en total?,Suma
piloto tiene 16 canicas y le quitan 4 canicas ¿Cuanto queda?,Resta
hay 89 tortillas en una mesa y se comen 53 ¿Cuantos tortillas quedan?,Resta
hay 75 niños en clase y se van 95 ¿Cuantos niños quedan?,Resta
un camarero tiene 46 pajaros y añade 40 pajaros ¿Cuantos hay al final ?,Suma
Federico tiene 94 uvas y Pedro tiene 7 papayas ¿Cuantos frutas hay en total?,Suma
un actor tiene 62 unidades y le quitan 59 unidades ¿Cuantos le queda?,Resta
paloma tiene 10 balones y añade 15 balones ¿Cuantos hay en total?,Suma
Lucas tiene 69 papayas y Pablo tiene 46 sandias ¿Cuantos frutas hay en total?,Suma
un actor tiene 29 piedras y le extraen 22 piedras ¿Cuantos le queda?,Resta
perro tiene 48 lapices y le entregan 12 lapices ¿Cuantos tienen entre los dos?,Suma
un actor tiene 12 mesas y resta 10 mesas ¿Cuantos tiene al final?,Resta
jose tiene 90 sillas y añade 72 sillas ¿Cuantos tienen entre los dos?,Suma
un mecanico tiene 96 frutas y suma 14 frutas ¿Cuantos hay en total?,Suma
jose tiene 67 piedras y con una diferencia 1 piedras ¿Cuanto queda?,Resta
Cesar tiene 54 balones de rugby y Pablo tiene 18 balones de futbol ¿Cuantos balones hay en total?,Suma
programador tiene 3 balones y le dan 50 balones ¿Cuantos hay en total?,Suma
un actor tiene 76 unidades y le extraen 48 unidades ¿Cuanto queda?,Resta
hay 19 niños en clase y se van 39 ¿Cuantos niños quedan?,Resta
un bombero tiene 67 frutas y le quitan 28 frutas ¿Cuanto queda?,Resta
Lorena tiene 12 balones de basquet y Ana tiene 44 balones de basquet ¿Cuantos balones hay en total?,Suma
hay 78 tortillas en una mesa y se comen 97 ¿Cuantos tortillas quedan?,Resta
fontanero tiene 36 moviles y resta 24 moviles ¿Cuanto queda?,Resta
Enrique tiene 77 pajaros y le quitan 7 pajaros ¿Cuantos le queda?,Resta
Una azafata tiene 60 frutas y suma 57 frutas ¿Cuantos hay al final ?,Suma
Un carpitero tiene 64 carteras y le dan 56 carteras ¿Cuantos hay al final ?,Suma
Pedro tiene 19 uvas y Roberto tiene 94 manzanas ¿Cuantos frutas hay en total?,Suma
un camarero tiene 44 relojes y resta 42 relojes ¿Cuantos tiene al final?,Resta
hay 22 pajaros en un arbol y se van volando 69 ¿Cuantos pajaros quedan?,Resta
Gustavo tiene 77 balones de rugby y Pedro tiene 97 balones de basquet ¿Cuantos balones hay en total?,Suma
profesor tiene 36 relojes y le entregan 58 relojes ¿Cuantos tienen entre los dos?,Suma
Enrique tiene 59 relojes y le dan 84 relojes ¿Cuantos hay al final ?,Suma
piloto tiene 30 pajaros y incluye 96 pajaros ¿Cuantos hay al final ?,Suma
un obrero tiene 58 mesas y suma 9 mesas ¿Cuantos hay en total?,Suma
una actriz tiene 98 moviles y le entregan 48 moviles ¿Cuantos hay en total?,Suma
fontanero tiene 10 relojes y incluye 64 relojes ¿Cuantos hay en total?,Suma
Celeste tiene 96 balones de basquet y Lorena tiene 51 balones de voley ¿Cuantos balones hay en total?,Suma
hay 26 tortillas en una mesa y se comen 97 ¿Cuantos tortillas quedan?,Resta
Francisco tiene 23 peras y Cesar tiene 94 melocotones ¿Cuantos frutas hay en total?,Suma
Gustavo tiene 28 peras y Juan tiene 4 ciruela ¿Cuantos frutas hay en total?,Suma
Gustavo tiene 19 balones de tenis y Cesar tiene 80 balones de voley ¿Cuantos balones hay en total?,Suma
hay 37 pajaros en un arbol y se van volando 43 ¿Cuantos pajaros quedan?,Resta
un profesor tiene 84 mesas y le quitan 51 mesas ¿Cuantos tiene al final?,Resta
hay 82 tortillas en una mesa y se comen 42 ¿Cuantos tortillas quedan?,Resta
Celeste tiene 40 balones de basquet y Lorena tiene 44 balones de voley ¿Cuantos balones hay en total?,Suma
fontanero tiene 7 balones y le dan 67 balones ¿Cuantos hay en total?,Suma
Roberto tiene 77 platano y Julio tiene 27 manzanas ¿Cuantos frutas hay en total?,Suma
Pablo tiene 85 toronjas y Gustavo tiene 2 peras ¿Cuantos frutas hay en total?,Suma
hay 77 tortillas en una mesa y se comen 5 ¿Cuantos tortillas quedan?,Resta
un policia tiene 86 relojes y excluye 13 relojes ¿Cuantos le queda?,Resta
un actor tiene 37 animales y incluye 58 animales ¿Cuantos hay en total?,Suma
Roberto tiene 35 manzanas y Lorena tiene 58 peras ¿Cuantos frutas hay en total?,Suma
profesor tiene 89 relojes y le extraen 14 relojes ¿Cuanto queda?,Resta
Pablo tiene 52 ciruela y Cesar tiene 3 coco ¿Cuantos frutas hay en total?,Suma
Gustavo tiene 39 toronjas y Francisco tiene 6 melocotones ¿Cuantos frutas hay en total?,Suma
hay 19 tortillas en una mesa y se comen 95 ¿Cuantos tortillas quedan?,Resta
un cirujano tiene 76 lapices y le entregan 93 lapices ¿Cuantos hay en total?,Suma
hay 77 niños en clase y se van 8 ¿Cuantos niños quedan?,Resta
un mecanico tiene 45 carteras y añade 91 carteras ¿Cuantos hay al final ?,Suma
hay 66 pajaros en un arbol y se van volando 54 ¿Cuantos pajaros quedan?,Resta
Juan tiene 21 melocotones y Julio tiene 68 peras ¿Cuantos frutas hay en total?,Suma
Francisco tiene 33 balones de futbol y Celeste tiene 8 balones de voley ¿Cuantos balones hay en total?,Suma
una actriz tiene 79 frutas y le extraen 14 frutas ¿Cuantos le queda?,Resta
Julio tiene 59 balones de rugby y Gustavo tiene 55 balones de basquet ¿Cuantos balones hay en total?,Suma
piloto tiene 29 teles y incluye 85 teles ¿Cuantos hay en total?,Suma
paloma tiene 61 unidades y le extraen 12 unidades ¿Cuantos tiene al final?,Resta
hay 43 pajaros en un arbol y se van volando 56 ¿Cuantos pajaros quedan?,Resta
hay 95 pajaros en un arbol y se van volando 78 ¿Cuantos pajaros quedan?,Resta
Lorena tiene 78 balones de basquet y Lucas tiene 37 balones de basquet ¿Cuantos balones hay en total?,Suma
Gustavo tiene 26 ciruela y Federico tiene 97 platano ¿Cuantos frutas hay en total?,Suma
Pedro tiene 47 manzanas y Celeste tiene 60 ciruela ¿Cuantos frutas hay en total?,Suma
Una azafata tiene 65 coches y le quitan 37 coches ¿Cuanto queda?,Resta
paloma tiene 70 mesas y con una diferencia 45 mesas ¿Cuanto queda?,Resta
Un carpitero tiene 1 teles y suma 21 teles ¿Cuantos hay en total?,Suma
un profesor tiene 100 lapices y resta 49 lapices ¿Cuantos tiene al final?,Resta
un bombero tiene 41 teles y le extraen 28 teles ¿Cuantos tiene al final?,Resta
hay 41 tortillas en una mesa y se comen 40 ¿Cuantos tortillas quedan?,Resta
un obrero tiene 54 pajaros y resta 40 pajaros ¿Cuantos le queda?,Resta
hay 68 niños en clase y se van 13 ¿Cuantos niños quedan?,Resta
hay 96 tortillas en una mesa y se comen 91 ¿Cuantos tortillas quedan?,Resta
Lorena tiene 17 balones de rugby y Ana tiene 34 balones de futbol ¿Cuantos balones hay en total?,Suma
hay 22 niños en clase y se van 3 ¿Cuantos niños quedan?,Resta
un albañil tiene 95 lapices y le extraen 92 lapices ¿Cuanto queda?,Resta
hay 11 pajaros en un arbol y se van volando 78 ¿Cuantos pajaros quedan?,Resta
fontanero tiene 78 canicas y con una diferencia 68 canicas ¿Cuantos le queda?,Resta
piloto tiene 83 balones y le quitan 23 balones ¿Cuantos le queda?,Resta
medico tiene 86 frutas y resta 52 frutas ¿Cuantos le queda?,Resta
medico tiene 78 piedras y le dan 2 piedras ¿Cuantos hay en total?,Suma
programador tiene 45 sillas y suma 10 sillas ¿Cuantos hay en total?,Suma
Una azafata tiene 36 moviles y incluye 2 moviles ¿Cuantos hay al final ?,Suma
hay 92 pajaros en un arbol y se van volando 48 ¿Cuantos pajaros quedan?,Resta
Lucas tiene 2 balones de futbol y Lorena tiene 3 balones de voley ¿Cuantos balones hay en total?,Suma
Federico tiene 28 balones de basquet y Pablo tiene 68 balones de voley ¿Cuantos balones hay en total?,Suma
paloma tiene 8 canicas y incluye 12 canicas ¿Cuantos hay en total?,Suma
Un carpitero tiene 100 piedras y incluye 90 piedras ¿Cuantos hay en total?,Suma
Cesar tiene 52 balones de tenis y Federico tiene 16 balones de voley ¿Cuantos balones hay en total?,Suma
un perro tiene 89 relojes y le extraen 83 relojes ¿Cuanto queda?,Resta
Francisco tiene 1 balones de tenis y Pablo tiene 57 balones de futbol ¿Cuantos balones hay en total?,Suma
un camarero tiene 94 animales y le extraen 2 animales ¿Cuantos tiene al final?,Resta
paloma tiene 84 canicas y le dan 100 canicas ¿Cuantos tienen entre los dos?,Suma
Lucas tiene 90 balones de voley y Julio tiene 73 balones de rugby ¿Cuantos balones hay en total?,Suma
medico tiene 72 coches y con una diferencia 49 coches ¿Cuanto queda?,Resta
una actriz tiene 54 lapices y resta 1 lapices ¿Cuantos le queda?,Resta
hay 33 niños en clase y se van 90 ¿Cuantos niños quedan?,Resta
hay 84 pajaros en un arbol y se van volando 15 ¿Cuantos pajaros quedan?,Resta
un camarero tiene 93 carteras y resta 58 carteras ¿Cuanto queda?,Resta
un obrero tiene 43 lapices y resta 11 lapices ¿Cuantos tiene al final?,Resta
Gustavo tiene 28 uvas y Lorena tiene 54 ciruela ¿Cuantos frutas hay en total?,Suma
hay 92 pajaros en un arbol y se van volando 23 ¿Cuantos pajaros quedan?,Resta
hay 52 tortillas en una mesa y se comen 93 ¿Cuantos tortillas quedan?,Resta
un mecanico tiene 38 relojes y le quitan 27 relojes ¿Cuanto queda?,Resta
programador tiene 61 lapices y le extraen 60 lapices ¿Cuantos tiene al final?,Resta
hay 84 pajaros en un arbol y se van volando 37 ¿Cuantos pajaros quedan?,Resta
un cirujano tiene 27 sillas y incluye 65 sillas ¿Cuantos tienen entre los dos?,Suma
Pablo tiene 96 manzanas y Roberto tiene 43 ciruela ¿Cuantos frutas hay en total?,Suma
cirujano tiene 62 lapices y resta 18 lapices ¿Cuantos le queda?,Resta
ingeniero tiene 49 animales y le entregan 88 animales ¿Cuantos hay al final ?,Suma
un actor tiene 31 sillas y con una diferencia 22 sillas ¿Cuanto queda?,Resta
un cirujano tiene 62 piedras y le entregan 100 piedras ¿Cuantos tienen entre los dos?,Suma
un actor tiene 79 sillas y añade 65 sillas ¿Cuantos hay en total?,Suma
paloma tiene 49 lapices y añade 43 lapices ¿Cuantos hay al final ?,Suma
un obrero tiene 44 animales y le quitan 36 animales ¿Cuantos le queda?,Resta
hay 6 tortillas en una mesa y se comen 72 ¿Cuantos tortillas quedan?,Resta
paloma tiene 50 carteras y excluye 44 carteras ¿Cuantos tiene al final?,Resta
un actor tiene 93 balones y le quitan 52 balones ¿Cuantos tiene al final?,Resta
hay 38 tortillas en una mesa y se comen 11 ¿Cuantos tortillas quedan?,Resta
jose tiene 38 piedras y con una diferencia 33 piedras ¿Cuantos tiene al final?,Resta
una actriz tiene 89 balones y resta 31 balones ¿Cuanto queda?,Resta
Un carpitero tiene 49 mesas y excluye 37 mesas ¿Cuantos le queda?,Resta
Roberto tiene 89 coco y Celeste tiene 86 manzanas ¿Cuantos frutas hay en total?,Suma
hay 71 tortillas en una mesa y se comen 46 ¿Cuantos tortillas quedan?,Resta
un cirujano tiene 58 teles y excluye 3 teles ¿Cuanto queda?,Resta
cirujano tiene 20 carteras y suma 16 carteras ¿Cuantos hay en total?,Suma
un obrero tiene 47 coches y le extraen 31 coches ¿Cuanto queda?,Resta
Lucas tiene 56 platano y Pablo tiene 52 melocotones ¿Cuantos frutas hay en total?,Suma
hay 46 tortillas en una mesa y se comen 53 ¿Cuantos tortillas quedan?,Resta
fontanero tiene 54 piedras y con una diferencia 22 piedras ¿Cuanto queda?,Resta
programador tiene 26 frutas y resta 16 frutas ¿Cuantos le queda?,Resta
piloto tiene 60 frutas y le quitan 2 frutas ¿Cuanto queda?,Resta
Roberto tiene 52 coco y Gustavo tiene 70 papayas ¿Cuantos frutas hay en total?,Suma
hay 43 niños en clase y se van 62 ¿Cuantos niños quedan?,Resta
Roberto tiene 69 papayas y Juan tiene 14 peras ¿Cuantos frutas hay en total?,Suma
pablito  tiene 67 coches y le entregan 77 coches ¿Cuantos tienen entre los dos?,Suma
Lucas tiene 74 balones de voley y Gustavo tiene 43 balones de futbol ¿Cuantos balones hay en total?,Suma
paloma tiene 86 teles y resta 38 teles ¿Cuanto queda?,Resta
un cirujano tiene 22 animales y suma 24 animales ¿Cuantos hay al final ?,Suma
Un carpitero tiene 55 piedras y excluye 42 piedras ¿Cuanto queda?,Resta
Gustavo tiene 77 balones de voley y Cesar tiene 11 balones de voley ¿Cuantos balones hay en total?,Suma
perro tiene 51 unidades y suma 3 unidades ¿Cuantos tienen entre los dos?,Suma
hay 57 pajaros en un arbol y se van volando 40 ¿Cuantos pajaros quedan?,Resta
Enrique tiene 49 moviles y le dan 89 moviles ¿Cuantos hay en total?,Suma
un actor tiene 48 coches y con una diferencia 16 coches ¿Cuantos le queda?,Resta
un actor tiene 20 sillas y excluye 14 sillas ¿Cuantos le queda?,Resta
Cesar tiene 45 balones de rugby y Julio tiene 38 balones de basquet ¿Cuantos balones hay en total?,Suma
un policia tiene 71 balones y con una diferencia 60 balones ¿Cuantos le queda?,Resta
un mecanico tiene 73 relojes y con una diferencia 18 relojes ¿Cuantos tiene al final?,Resta
ingeniero tiene 16 carteras y excluye 7 carteras ¿Cuantos tiene al final?,Resta
medico tiene 23 sillas y le entregan 40 sillas ¿Cuantos hay al final ?,Suma
Gustavo tiene 95 balones de rugby y Juan tiene 21 balones de voley ¿Cuantos balones hay en total?,Suma
ingeniero tiene 80 animales y suma 98 animales ¿Cuantos hay en total?,Suma
hay 68 niños en clase y se van 54 ¿Cuantos niños quedan?,Resta
hay 31 tortillas en una mesa y se comen 81 ¿Cuantos tortillas quedan?,Resta
hay 34 tortillas en una mesa y se comen 74 ¿Cuantos tortillas quedan?,Resta
hay 24 pajaros en un arbol y se van volando 92 ¿Cuantos pajaros quedan?,Resta
un obrero tiene 37 carteras y le dan 41 carteras ¿Cuantos tienen entre los dos?,Suma
hay 64 niños en clase y se van 73 ¿Cuantos niños quedan?,Resta
Cesar tiene 68 melocotones y Lucas tiene 70 manzanas ¿Cuantos frutas hay en total?,Suma
Celeste tiene 46 toronjas y Federico tiene 26 uvas ¿Cuantos frutas hay en total?,Suma
cirujano tiene 25 canicas y suma 75 canicas ¿Cuantos hay al final ?,Suma
Francisco tiene 98 balones de rugby y Celeste tiene 82 balones de futbol ¿Cuantos balones hay en total?,Suma
un camarero tiene 88 moviles y le quitan 84 moviles ¿Cuanto queda?,Resta
un policia tiene 28 sillas y añade 96 sillas ¿Cuantos tienen entre los dos?,Suma
fontanero tiene 92 carteras y suma 46 carteras ¿Cuantos hay al final ?,Suma
Francisco tiene 68 coco y Lorena tiene 26 papayas ¿Cuantos frutas hay en total?,Suma
hay 31 tortillas en una mesa y se comen 45 ¿Cuantos tortillas quedan?,Resta
un profesor tiene 74 balones y le extraen 58 balones ¿Cuanto queda?,Resta
un camarero tiene 63 balones y le extraen 5 balones ¿Cuanto queda?,Resta
Lorena tiene 7 balones de rugby y Juan tiene 49 balones de voley ¿Cuantos balones hay en total?,Suma
un policia tiene 17 piedras y le entregan 30 piedras ¿Cuantos hay al final ?,Suma
ingeniero tiene 73 mesas y le quitan 10 mesas ¿Cuantos tiene al final?,Resta
hay 32 niños en clase y se van 33 ¿Cuantos niños quedan?,Resta
Gustavo tiene 97 balones de rugby y Federico tiene 34 balones de voley ¿Cuantos balones hay en total?,Suma
jose tiene 80 animales y añade 6 animales ¿Cuantos hay al final ?,Suma
Roberto tiene 96 balones de tenis y Gustavo tiene 9 balones de voley ¿Cuantos balones hay en total?,Suma
Un carpitero tiene 59 teles y excluye 45 teles ¿Cuanto queda?,Resta
hay 16 tortillas en una mesa y se comen 64 ¿Cuantos tortillas quedan?,Resta
hay 54 niños en clase y se van 36 ¿Cuantos niños quedan?,Resta
hay 34 niños en clase y se van 35 ¿Cuantos niños quedan?,Resta
hay 4 pajaros en un arbol y se van volando 52 ¿Cuantos pajaros quedan?,Resta
Ana tiene 44 melocotones y Federico tiene 18 toronjas ¿Cuantos frutas hay en total?,Suma
Juan tiene 79 balones de voley y Pablo tiene 86 balones de tenis ¿Cuantos balones hay en total?,Suma
medico tiene 43 relojes y excluye 40 relojes ¿Cuantos le queda?,Resta
paloma tiene 72 unidades y con una diferencia 65 unidades ¿Cuantos le queda?,Resta
un mecanico tiene 82 relojes y suma 16 relojes ¿Cuantos hay en total?,Suma
Roberto tiene 47 melocotones y Lucas tiene 62 coco ¿Cuantos frutas hay en total?,Suma
un actor tiene 51 pajaros y excluye 35 pajaros ¿Cuantos le queda?,Resta
un actor tiene 88 relojes y le quitan 22 relojes ¿Cuantos tiene al final?,Resta
programador tiene 14 lapices y suma 65 lapices ¿Cuantos tienen entre los dos?,Suma
Federico tiene 31 coco y Roberto tiene 67 ciruela ¿Cuantos frutas hay en total?,Suma
un perro tiene 14 mesas y le entregan 30 mesas ¿Cuantos hay al final ?,Suma
un obrero tiene 90 pajaros y excluye 40 pajaros ¿Cuanto queda?,Resta
un mecanico tiene 58 mesas y suma 66 mesas ¿Cuantos tienen entre los dos?,Suma
un obrero tiene 66 pajaros y le extraen 5 pajaros ¿Cuantos tiene al final?,Resta
Un carpitero tiene 74 piedras y le quitan 44 piedras ¿Cuantos tiene al final?,Resta
hay 36 niños en clase y se van 41 ¿Cuantos niños quedan?,Resta
cirujano tiene 88 coches y le extraen 5 coches ¿Cuantos tiene al final?,Resta
Una azafata tiene 63 piedras y añade 66 piedras ¿Cuantos hay al final ?,Suma
piloto tiene 65 coches y resta 42 coches ¿Cuanto queda?,Resta
hay 63 pajaros en un arbol y se van volando 25 ¿Cuantos pajaros quedan?,Resta
profesor tiene 93 animales y añade 28 animales ¿Cuantos tienen entre los dos?,Suma
hay 33 pajaros en un arbol y se van volando 36 ¿Cuantos pajaros quedan?,Resta
piloto tiene 24 canicas y incluye 53 canicas ¿Cuantos hay al final ?,Suma
ingeniero tiene 68 sillas y suma 42 sillas ¿Cuantos hay al final ?,Suma
hay 85 tortillas en una mesa y se comen 52 ¿Cuantos tortillas quedan?,Resta
un mecanico tiene 25 carteras y le quitan 24 carteras ¿Cuantos le queda?,Resta
un profesor tiene 78 relojes y le quitan 18 relojes ¿Cuanto queda?,Resta
hay 50 pajaros en un arbol y se van volando 67 ¿Cuantos pajaros quedan?,Resta
ingeniero tiene 92 relojes y suma 99 relojes ¿Cuantos hay en total?,Suma
un policia tiene 89 frutas y excluye 30 frutas ¿Cuanto queda?,Resta
un camarero tiene 38 teles y añade 65 teles ¿Cuantos tienen entre los dos?,Suma
Ana tiene 51 balones de rugby y Pedro tiene 86 balones de basquet ¿Cuantos balones hay en total?,Suma
pablito  tiene 86 coches y le entregan 49 coches ¿Cuantos hay al final ?,Suma
un cirujano tiene 73 lapices y resta 1 lapices ¿Cuantos tiene al final?,Resta
un camarero tiene 72 unidades y le dan 59 unidades ¿Cuantos hay en total?,Suma
hay 97 tortillas en una mesa y se comen 2 ¿Cuantos tortillas quedan?,Resta
hay 60 pajaros en un arbol y se van volando 61 ¿Cuantos pajaros quedan?,Resta
hay 5 pajaros en un arbol y se van volando 13 ¿Cuantos pajaros quedan?,Resta
medico tiene 58 canicas y le dan 87 canicas ¿Cuantos tienen entre los dos?,Suma
un policia tiene 39 moviles y resta 15 moviles ¿Cuanto queda?,Resta
un bombero tiene 51 balones y añade 19 balones ¿Cuantos hay en total?,Suma
Ana tiene 96 balones de rugby y Pedro tiene 43 balones de rugby ¿Cuantos balones hay en total?,Suma
Federico tiene 96 ciruela y Francisco tiene 95 ciruela ¿Cuantos frutas hay en total?,Suma
medico tiene 95 moviles y le dan 65 moviles ¿Cuantos tienen entre los dos?,Suma
un actor tiene 99 piedras y le quitan 5 piedras ¿Cuantos tiene al final?,Resta
un profesor tiene 82 piedras y le quitan 63 piedras ¿Cuantos tiene al final?,Resta
hay 38 niños en clase y se van 25 ¿Cuantos niños quedan?,Resta
Pedro tiene 6 sandias y Julio tiene 55 peras ¿Cuantos frutas hay en total?,Suma
Un carpitero tiene 62 piedras y le entregan 72 piedras ¿Cuantos hay al final ?,Suma
un cirujano tiene 43 coches y excluye 11 coches ¿Cuantos le queda?,Resta
Cesar tiene 1 balones de tenis y Juan tiene 84 balones de tenis ¿Cuantos balones hay en total?,Suma
profesor tiene 95 balones y excluye 79 balones ¿Cuantos le queda?,Resta
perro tiene 27 unidades y excluye 8 unidades ¿Cuantos le queda?,Resta
medico tiene 77 carteras y le dan 85 carteras ¿Cuantos tienen entre los dos?,Suma
hay 2 pajaros en un arbol y se van volando 79 ¿Cuantos pajaros quedan?,Resta
